ExampleID	Class	Start	End	Entity
T1473	Protein	153139	153143	JAK3
T1474	Protein	153204	153208	JAK3
T1475	Protein	153266	153270	LMP1
T1476	Protein	153405	153409	LMP1
T1477	Protein	153824	153841	estrogen receptor
T1478	Protein	154392	154413	estrogen receptors of
T1479	Protein	155110	155123	interleukin-2
T1480	Protein	155125	155129	IL-2
T1481	Protein	155330	155332	IL
T1482	Protein	155888	155893	BCL-6
T1483	Protein	155968	155973	CD138
T1484	Protein	155974	155982	syndecan
T1485	Protein	156326	156331	BCL-6
T1486	Protein	156397	156402	BCL-6
T1487	Protein	156441	156445	CD40
T1488	Protein	156474	156485	CD40 ligand
T1489	Protein	156496	156501	CD40L
T1490	Protein	156622	156626	CD40
T1491	Protein	156627	156632	CD40L
T1492	Protein	156716	156741	latent membrane protein 1
T1493	Protein	156743	156747	LMP1
T1494	Protein	156790	156794	CD40
T1495	Protein	156878	156886	IL-1beta
T1496	Protein	156930	156932	GP
T1497	Protein	156935	156941	TSST-1
T1498	Protein	156959	156965	TSST-1
T1499	Protein	156989	156997	IL-1beta
T1500	Protein	157070	157072	GP
T1501	Protein	157081	157087	TSST-1
T1502	Protein	157089	157091	GP
T1503	Protein	157094	157100	TSST-1
T1504	Protein	157117	157119	GP
T1505	Protein	157176	157184	IL-1beta
T1506	Protein	157206	157208	GP
T1507	Protein	157211	157217	TSST-1
T1508	Protein	157235	157241	TSST-1
T1509	Protein	157302	157304	GP
T1510	Protein	157319	157321	GP
T1511	Protein	157322	157333	TSST-1 calc
T1512	Protein	157351	157359	IL-1beta
T1513	Protein	157452	157458	IL-1RA
T1514	Protein	157485	157487	GP
T1515	Protein	157490	157496	TSST-1
T1516	Protein	157528	157534	TSST-1
T1517	Protein	157637	157639	GP
T1518	Protein	157648	157654	TSST-1
T1519	Protein	157656	157658	GP
T1520	Protein	157661	157667	TSST-1
T1521	Protein	157684	157686	GP
T1522	Protein	157754	157756	GP
T1523	Protein	157759	157765	TSST-1
T1524	Protein	157809	157815	IL-1RA
T1525	Protein	157881	157887	TSST-1
T1526	Protein	157892	157894	GP
T1527	Protein	157955	157957	GP
T1528	Protein	157972	157974	GP
T1529	Protein	157975	157986	TSST-1 calc
T1530	Protein	158002	158008	IL-1RA
T1531	Protein	158147	158151	JAK3
T1532	Protein	158152	158158	STAT5a
T1533	Protein	158159	158160	b
T1534	Protein	158246	158260	Janus kinase 3
T1535	Protein	158262	158266	JAK3
T1536	Protein	158392	158419	IL-2) receptor common gamma
T1537	Protein	158433	158436	c))
T1538	Protein	158462	158466	JAK3
T1539	Protein	158587	158591	JAK3
T1540	Protein	158762	158766	JAK3
T1541	Protein	158875	158881	STAT5a
T1542	Protein	158963	158964	c
T1543	Protein	158989	158993	IL-2
T1544	Protein	159264	159270	p56Lck
T1545	Protein	159380	159384	JAK3
T1546	Protein	159758	159761	p13
T1547	Protein	160100	160109	rhombotin
T1548	Protein	160322	160323	p
T1549	Protein	160866	160875	rhombotin
T1550	Protein	161336	161349	interleukin-6
T1551	Protein	161572	161590	interleukin (IL)-6
T1552	Protein	161683	161687	IL-6
T1553	Protein	161911	161915	IL-6
T1554	Protein	161983	161987	IL-6
T1555	Protein	162137	162141	IL-6
T1556	Protein	162292	162296	IL-6
T1557	Protein	162462	162466	IL-6
T1558	Protein	162470	162481	p38 mitogen
T1559	Protein	162542	162546	CD28
T1560	Protein	162678	162682	CD28
T1561	Protein	162924	162927	p38
T1562	Protein	163027	163030	CD3
T1563	Protein	163039	163043	CD28
T1564	Protein	163095	163098	p38
T1565	Protein	163156	163159	CD3
T1566	Protein	163160	163162	CD
T1567	Protein	163228	163230	CD
T1568	Protein	163232	163236	CD28
T1569	Protein	163456	163460	IL-2
T1570	Protein	163462	163466	IL-4
T1571	Protein	163472	163481	IFN-gamma
T1572	Protein	163498	163501	CD3
T1573	Protein	163506	163509	CD3
T1574	Protein	163510	163514	CD28
T1575	Protein	163558	163563	c-Jun
T1576	Protein	163568	163573	ATF-2
T1577	Protein	163666	163676	p38 MAPK 1
T1578	Protein	163810	163815	c-Jun
T1579	Protein	164027	164033	GATA-1
T1580	Protein	164250	164256	GATA-1
T1581	Protein	164381	164387	GATA-1
T1582	Protein	164697	164703	GATA-1
T1583	Protein	165073	165079	GATA-1
T1584	Protein	165377	165391	Erythropoietin
T1585	Protein	165424	165428	TAL1
T1586	Protein	165429	165432	SCL
T1587	Protein	165503	165507	TAL1
T1588	Protein	165512	165515	SCL
T1589	Protein	165905	165909	TAL1
T1590	Protein	166166	166180	erythropoietin
T1591	Protein	166182	166185	Epo
T1592	Protein	166246	166250	TAL1
T1593	Protein	166298	166301	Epo
T1594	Protein	166406	166409	Epo
T1595	Protein	166453	166457	TAL1
T1596	Protein	166540	166543	Epo
T1597	Protein	166554	166558	TAL1
T1598	Protein	166754	166757	Epo
T1599	Protein	166793	166797	TAL1
T1600	Protein	166835	166838	Epo
T1601	Protein	166906	166910	TAL1
T1602	Protein	166984	166987	Epo
T1603	Protein	167478	167495	androgen receptor
T1604	Protein	167654	167658	VP16
T1605	Protein	168080	168084	HLA-
T1606	Protein	168523	168528	NF-E1
T1607	Protein	168646	168649	NF-
T1608	Protein	169043	169048	NF-E1
T1609	Protein	169306	169309	NF-
T1610	Protein	170166	170168	Ah
T1611	Protein	170290	170296	CYP1A1
T1612	Protein	171065	171076	Ah receptor
T1613	Protein	171081	171090	cient c12
T1614	Protein	171516	171527	Ah receptor
T1615	Protein	171747	171774	Legionella pneumophila rpoS
T1616	Protein	172879	172903	Acanthamoeba castellanii
T1617	Protein	173326	173352	matrix metalloproteinase 9
T1618	Protein	173812	173814	B1
T1619	Protein	174028	174030	B1
T1620	Protein	174057	174083	matrix metalloproteinase 9
T1621	Protein	174481	174493	coding c-Fos
T1622	Protein	174649	174653	MMP9
T1623	Protein	174840	174847	IL-10R1
T1624	Protein	174989	174995	IL-10R
T1625	Protein	175290	175293	CD4
T1626	Protein	175453	175457	CD14
T1627	Protein	175661	175665	CD14
T1628	Protein	175934	175938	CD14
T1629	Protein	176155	176163	Northern
T1630	Protein	176191	176195	CD14
T1631	Protein	176288	176322	monocyte chemoattractant protein 1
T1632	Protein	176324	176329	MCP-1
T1633	Protein	176401	176405	CD14
T1634	Protein	176579	176584	MCP-1
T1635	Protein	176655	176660	MCP-1
T1636	Protein	177104	177108	CD14
T1637	Protein	177224	177228	CD14
T1638	Protein	177244	177247	CD4
T1639	Protein	177322	177327	IL-10
T1640	Protein	177342	177351	IFN-gamma
T1641	Protein	177384	177389	STAT3
T1642	Protein	177419	177424	IL-10
T1643	Protein	177434	177439	STAT3
T1644	Protein	177466	177471	STAT3
T1645	Protein	177510	177515	SOCS1
T1646	Protein	177534	177539	SOCS3
T1647	Protein	177656	177660	IL-6
T1648	Protein	177686	177691	IL-10
T1649	Protein	177774	177779	IL-10
T1650	Protein	177872	177876	IL-6
T1651	Protein	178027	178031	IL-6
T1652	Protein	178042	178047	STAT3
T1653	Protein	178092	178097	STAT3
T1654	Protein	178160	178165	SOCS3
T1655	Protein	178419	178443	glucocorticoid receptors
T1656	Protein	178634	178637	PML
T1657	Protein	178718	178726	PML in 6
T1658	Protein	178954	178957	PML
T1659	Protein	179193	179196	PML
T1660	Protein	179213	179216	CD4
T1661	Protein	179400	179403	CD4
T1662	Protein	179470	179473	CD4
T1663	Protein	179584	179587	CD4
T1664	Protein	179796	179798	ST
T1665	Protein	180219	180222	CD4
T1666	Protein	180294	180309	Interferon-beta
T1667	Protein	180654	180656	IL
T1668	Protein	180860	180875	interferon-beta
T1669	Protein	181128	181134	Bcl-XL
T1670	Protein	181154	181159	Bcl-2
T1671	Protein	181260	181266	STAT-1
T1672	Protein	181537	181543	STAT-1
T1673	Protein	181620	181636	interferon-gamma
T1674	Protein	181773	181779	STAT-1
T1675	Protein	181829	181835	STAT-1
T1676	Protein	182051	182067	interferon-gamma
T1677	Protein	182556	182561	NFATp
T1678	Protein	182646	182651	NFATp
T1679	Protein	182999	183004	NFATp
T1680	Protein	183087	183092	NFATp
T1681	Protein	183176	183181	NFATp
T1682	Protein	183262	183267	NFATp
T1683	Protein	183288	183293	NFATp
T1684	Protein	183336	183341	NFATp
T1685	Protein	183570	183575	NFATp
T1686	Protein	183611	183616	NFATp
T1687	Protein	183661	183666	NFATp
T1688	Protein	183876	183881	NFATp
T1689	Protein	183947	183951	Pax5
T1690	Protein	184004	184007	Pax
T1691	Protein	184686	184689	Pax
T1692	Protein	184815	184819	Pax5
T1693	Protein	184893	184897	Pax5
T1694	Protein	185226	185230	Pax5
T1695	Protein	185347	185351	Pax5
T1696	Protein	185480	185483	Pax
T1697	Protein	185586	185595	Pax genes
T1698	Protein	185670	185674	Pax5
T1699	Protein	185922	185926	LMP1
T1700	Protein	186040	186046	EBNA-2
T1701	Protein	186067	186074	EBNA-LP
T1702	Protein	186140	186144	LMP1
T1703	Protein	186221	186227	EBNA-2
T1704	Protein	186326	186330	LMP1
T1705	Protein	186457	186462	EBNA-
T1706	Protein	186488	186492	LMP1
T1707	Protein	186541	186547	EBNA-2
T1708	Protein	186558	186562	LMP1
T1709	Protein	186581	186585	LMP1
T1710	Protein	186670	186676	EBNA-2
T1711	Protein	186713	186717	LMP1
T1712	Protein	186766	186772	EBNA-2
T1713	Protein	186792	186796	LMP1
T1714	Protein	186833	186839	EBNA-2
T1715	Protein	186871	186875	LMP1
T1716	Protein	186899	186903	LMP1
T1717	Protein	186989	186995	EBNA-2
T1718	Protein	187048	187052	LMP1
T1719	Protein	187084	187117	chloramphenicol acetyltransferase
T1720	Protein	187177	187183	EBNA-2
T1721	Protein	187223	187229	EBNA-2
T1722	Protein	187245	187249	LMP1
T1723	Protein	187276	187282	EBNA-2
T1724	Protein	187315	187321	EBNA-2
T1725	Protein	187395	187399	LMP1
T1726	Protein	187436	187442	EBNA-2
T1727	Protein	187477	187481	LMP1
T1728	Protein	187483	187487	LMP1
T1729	Protein	187569	187575	EBNA-2
T1730	Protein	187595	187599	CD23
T1731	Protein	187623	187629	EBNA-2
T1732	Protein	187649	187653	LMP1
T1733	Protein	187689	187695	EBNA-2
T1734	Protein	187732	187735	EBV
T1735	Protein	187769	187774	Bcl-6
T1736	Protein	188067	188072	Bcl-6
T1737	Protein	188143	188148	Bcl-6
T1738	Protein	188199	188204	Bcl-6
T1739	Protein	188277	188280	CD3
T1740	Protein	188281	188284	CD4
T1741	Protein	188350	188355	Bcl-6
T1742	Protein	188381	188384	CD3
T1743	Protein	188386	188388	CD
T1744	Protein	188714	188719	Bcl-6
T1745	Protein	188903	188908	Bcl-6
T1746	Protein	189003	189005	10
T1747	Protein	189107	189112	Bcl-6
T1748	Protein	189113	189117	CD20
T1749	Protein	189119	189124	Bcl-6
T1750	Protein	189125	189128	CD3
T1751	Protein	189134	189139	Bcl-6
T1752	Protein	189140	189144	CD57
T1753	Protein	189226	189240	Bcl-6 revealed
T1754	Protein	189313	189318	Bcl-6
T1755	Protein	189615	189620	Bcl-6
T1756	Protein	189691	189701	GC borders
T1757	Protein	189768	189773	Bcl-6
T1758	Protein	189857	189862	Bcl-6
T1759	Protein	189886	189890	Bcl6
T1760	Protein	189892	189895	CD3
T1761	Protein	189928	189931	CD3
T1762	Protein	190033	190037	CD57
T1763	Protein	190063	190068	Bcl-6
T1764	Protein	190162	190167	Bcl-6
T1765	Protein	190344	190349	Bcl-6
T1766	Protein	190398	190401	CD3
T1767	Protein	190449	190454	Bcl-6
T1768	Protein	190522	190527	Bcl-6
T1769	Protein	190529	190532	CD3
T1770	Protein	190639	190644	Bcl-6
T1771	Protein	190646	190649	CD3
T1772	Protein	190778	190782	CD57
T1773	Protein	190808	190813	Bcl-6
T1774	Protein	190928	190933	Bcl-6
T1775	Protein	190963	190968	Bcl-6
T1776	Protein	191011	191016	IL-10
T1777	Protein	191152	191157	IL-10
T1778	Protein	191171	191185	IL-10 receptor
T1779	Protein	191289	191295	IL-10R
T1780	Protein	191364	191369	IL-10
T1781	Protein	191374	191376	IL
T1782	Protein	191393	191405	Janus kinase
T1783	Protein	191436	191440	Jak1
T1784	Protein	191492	191499	IL-10R1
T1785	Protein	191504	191514	type 2 IL-
T1786	Protein	191537	191542	IL-10
T1787	Protein	191691	191695	STAT
T1788	Protein	191724	191729	STAT1
T1789	Protein	191734	191739	STAT3
T1790	Protein	191867	191872	STAT3
T1791	Protein	191935	191939	IL-6
T1792	Protein	192009	192014	STAT3
T1793	Protein	192046	192051	STAT3
T1794	Protein	192080	192085	IL-10
T1795	Protein	192182	192186	IL-6
T1796	Protein	192336	192346	JAK kinase
T1797	Protein	192445	192454	crosstalk
T1798	Protein	192560	192565	SOCS3
T1799	Protein	192621	192626	IL-10
T1800	Protein	192631	192635	IL-6
T1801	Protein	192662	192667	STAT3
T1802	Protein	192690	192694	IL-6
T1803	Protein	192719	192724	IL-10
T1804	Protein	193127	193154	Tumor necrosis factor alpha
T1805	Protein	193156	193165	TNF-alpha
T1806	Protein	193171	193173	IL
T1807	Protein	193393	193399	matrix
T1808	Protein	193459	193463	IL-6
T1809	Protein	193840	193845	IL-10
T1810	Protein	194138	194143	IL-10
T1811	Protein	194233	194236	IL-
T1812	Protein	194335	194344	TNF-alpha
T1813	Protein	194349	194351	IL
T1814	Protein	194411	194418	IL-10R1
T1815	Protein	194489	194498	TNF-alpha
T1816	Protein	194500	194502	IL
T1817	Protein	194510	194558	granulocyte-macrophage colony-stimulating factor
T1818	Protein	194567	194570	CD4
T1819	Protein	194644	194648	CD28
T1820	Protein	194797	194801	HLA-
T1821	Protein	194815	194822	HLA-DRB
T1822	Protein	194947	194951	CD28
T1823	Protein	194961	194965	CD80
T1824	Protein	194970	194974	CD86
T1825	Protein	195042	195045	CD4
T1826	Protein	195302	195318	interferon gamma
T1827	Protein	195335	195340	IL-17
T1828	Protein	195363	195366	CD4
T1829	Protein	195703	195708	CD152
T1830	Protein	195779	195783	CD80
T1831	Protein	195788	195792	CD86
T1832	Protein	195819	195824	IL-10
T1833	Protein	195908	195912	CD28
T1834	Protein	196050	196053	CD4
T1835	Protein	196130	196139	IFN-gamma
T1836	Protein	196146	196149	CD3
T1837	Protein	196154	196158	CD28
T1838	Protein	196192	196197	IL-10
T1839	Protein	196216	196221	STAT1
T1840	Protein	196226	196231	STAT3
T1841	Protein	196251	196256	IL-10
T1842	Protein	196280	196285	SOCS1
T1843	Protein	196290	196295	SOCS3
T1844	Protein	196326	196329	CD4
T1845	Protein	196361	196365	p105
T1846	Protein	196370	196373	p98
T1847	Protein	196654	196658	p105
T1848	Protein	196660	196663	p98
T1849	Protein	196729	196732	p65
T1850	Protein	196734	196739	c-Rel
T1851	Protein	196741	196745	RelB
T1852	Protein	196784	196788	p105
T1853	Protein	196793	196796	p98
T1854	Protein	196911	196915	p105
T1855	Protein	196920	196923	p98
T1856	Protein	197013	197015	65
T1857	Protein	197020	197025	c-Rel
T1858	Protein	197109	197112	p65
T1859	Protein	197116	197121	c-Rel
T1860	Protein	197233	197236	p50
T1861	Protein	197237	197242	c-Rel
T1862	Protein	197247	197250	p55
T1863	Protein	197251	197256	c-Rel
T1864	Protein	197546	197549	p24
T1865	Protein	197723	197726	tax
T1866	Protein	197786	197789	tax
T1867	Protein	197811	197817	p40tax
T1868	Protein	197949	197955	p27rex
T1869	Protein	197956	197962	p21rex
T1870	Protein	197967	197973	p26rex
T1871	Protein	197974	197980	p24rex
T1872	Protein	198095	198098	pol
T1873	Protein	198118	198121	env
T1874	Protein	198442	198448	p21rex
T1875	Protein	198531	198535	tax/
T1876	Protein	198730	198733	p24
T1877	Protein	198984	198987	CD4
T1878	Protein	199033	199038	IL-10
T1879	Protein	199157	199164	IL-10R1
T1880	Protein	199223	199226	IL-
T1881	Protein	199272	199277	IL-10
T1882	Protein	199295	199298	CD4
T1883	Protein	199379	199385	IL-10R
T1884	Protein	199393	199396	CD4
T1885	Protein	199563	199566	CD4
T1886	Protein	199730	199735	IL-10
T1887	Protein	199755	199758	CD4
T1888	Protein	199859	199872	interleukin-2
T1889	Protein	199874	199908	interleukin-2 receptor alpha-chain
T1890	Protein	200152	200170	interleukin (IL)-2
T1891	Protein	200172	200176	IL-4
T1892	Protein	200181	200203	interferon (IFN)-gamma
T1893	Protein	200216	200220	IL-2
T1894	Protein	200238	200244	alpha-
T1895	Protein	200306	200324	Janus kinase (Jak)
T1896	Protein	200327	200331	Jak3
T1897	Protein	200393	200398	Stat3
T1898	Protein	200404	200409	Stat5
T1899	Protein	200469	200471	IL
T1900	Protein	200793	200811	phytohemagglutinin
T1901	Protein	200819	200821	IL
T1902	Protein	200869	200873	Jaks
T1903	Protein	200874	200879	Stats
T1904	Protein	201057	201061	IL-2
T1905	Protein	201179	201188	IFN-gamma
T1906	Protein	201264	201267	PHA
T1907	Protein	201279	201291	IL-2R alpha-
T1908	Protein	201304	201309	gamma
T1909	Protein	201365	201369	Jak1
T1910	Protein	201371	201375	Jak3
T1911	Protein	201377	201382	Stat1
T1912	Protein	201384	201389	Stat3
T1913	Protein	201395	201400	Stat5
T1914	Protein	201481	201485	Jak1
T1915	Protein	201487	201491	Jak3
T1916	Protein	201493	201498	Stat1
T1917	Protein	201500	201505	Stat3
T1918	Protein	201511	201516	Stat5
T1919	Protein	201655	201659	IL-2
T1920	Protein	201688	201692	Jak1
T1921	Protein	201694	201698	Jak3
T1922	Protein	201700	201705	Stat1
T1923	Protein	201707	201712	Stat3
T1924	Protein	201718	201723	Stat5
T1925	Protein	201799	201804	IL-2R
T1926	Protein	202032	202037	LEF-1
T1927	Protein	202053	202063	nucleosome
T1928	Protein	202126	202131	LEF-1
T1929	Protein	202170	202173	HMG
T1930	Protein	202202	202217	T cell receptor
T1931	Protein	202433	202438	LEF-1
T1932	Protein	202443	202448	Ets-1
T1933	Protein	202503	202508	LEF-1
T1934	Protein	202547	202552	LEF-1
T1935	Protein	202660	202665	LEF-1
T1936	Protein	202666	202670	GAL4
T1937	Protein	202686	202690	GAL4
T1938	Protein	202763	202768	LEF-1
T1939	Protein	203100	203105	LEF-1
T1940	Protein	203110	203115	LEF-1
T1941	Protein	203120	203125	Ets-1
T1942	Protein	203196	203199	Sp1
T1943	Protein	203213	203218	TFE-3
T1944	Protein	203266	203271	LEF-1
T1945	Protein	203276	203279	Ets
T1946	Protein	203411	203416	LEF-1
T1947	Protein	203418	203423	Ets-1
T1948	Protein	203429	203434	TFE-3
T1949	Protein	203483	203486	Sp1
T1950	Protein	203511	203516	LEF-1
T1951	Protein	203518	203524	HMG-88
T1952	Protein	203794	203799	LEF-1
T1953	Protein	203945	203950	SOCS1
T1954	Protein	203962	203965	CD4
T1955	Protein	203976	203979	IL-
T1956	Protein	204020	204025	SOCS1
T1957	Protein	204030	204035	SOCS3
T1958	Protein	204140	204149	crosstalk
T1959	Protein	204212	204217	SOCS3
T1960	Protein	204266	204270	STAT
T1961	Protein	204294	204298	IL-6
T1962	Protein	204310	204315	IL-10
T1963	Protein	204360	204364	IL-6
T1964	Protein	204369	204374	IL-10
T1965	Protein	204399	204404	SOCS1
T1966	Protein	204434	204439	IL-10
T1967	Protein	204449	204454	STAT3
T1968	Protein	204501	204510	IFN-gamma
T1969	Protein	204520	204525	STAT1
T1970	Protein	204601	204603	IL
T1971	Protein	204615	204620	STAT3
T1972	Protein	204666	204671	SOCS1
T1973	Protein	204676	204681	SOCS3
T1974	Protein	204704	204707	CD4
T1975	Protein	204823	204826	CD4
T1976	Protein	204863	204868	SOCS1
T1977	Protein	204889	204894	SOCS3
T1978	Protein	204924	204927	CD4
T1979	Protein	204975	204980	SOCS1
T1980	Protein	204992	204995	CD4
T1981	Protein	205050	205053	CD4
T1982	Protein	205086	205090	IL-6
T1983	Protein	205152	205157	IL-10
T1984	Protein	205166	205171	STAT3
T1985	Protein	205247	205251	SOCS
T1986	Protein	205259	205262	CD4
T1987	Protein	205291	205296	STAT5
T1988	Protein	205300	205304	IL-4
T1989	Protein	205315	205320	Janus
T1990	Protein	205504	205509	STAT5
T1991	Protein	205539	205552	IL-4 receptor
T1992	Protein	205706	205723	IL-4R alpha chain
T1993	Protein	205744	205748	IL-4
T1994	Protein	205757	205762	STAT5
T1995	Protein	205888	205890	IL
T1996	Protein	205956	205969	Janus kinases
T1997	Protein	205970	205974	JAK1
T1998	Protein	205979	205983	JAK3
T1999	Protein	205994	205998	IL-4
T2000	Protein	206023	206028	STAT5
T2001	Protein	206096	206102	STAT5b
T2002	Protein	206115	206121	STAT5a
T2003	Protein	206139	206143	IL-4
T2004	Protein	206211	206217	STAT5b
T2005	Protein	206263	206266	IL-
T2006	Protein	206348	206353	STAT5
T2007	Protein	206421	206425	IL-4
T2008	Protein	206441	206447	STAT5a
T2009	Protein	206452	206458	STAT5b
T2010	Protein	206477	206481	IL-4
T2011	Protein	206532	206536	Sox6
T2012	Protein	206772	206776	Sox6
T2013	Protein	206815	206820	c-Myc
T2014	Protein	207183	207217	interleukin-4 receptor alpha chain
T2015	Protein	207223	207230	p47phox
T2016	Protein	207290	207306	Interleukin (IL)
T2017	Protein	207400	207404	IL-4
T2018	Protein	207517	207519	IL
T2019	Protein	207557	207574	IL-4R alpha chain
T2020	Protein	207576	207587	IL-4R alpha
T2021	Protein	207604	207621	IL-2R gamma chain
T2022	Protein	207629	207647	IL-13R alpha chain
T2023	Protein	207748	207759	IL-4R alpha
T2024	Protein	207761	207773	hIL-4R alpha
T2025	Protein	207867	207872	STAT6
T2026	Protein	207905	207909	hIL-
T2027	Protein	207949	207956	p47phox
T2028	Protein	208095	208098	p47
T2029	Protein	208112	208124	hIL-4R alpha
T2030	Protein	208192	208199	p47phox
T2031	Protein	208242	208246	IL-4
T2032	Protein	208282	208287	STAT6
T2033	Protein	208289	208293	CD23
T2034	Protein	208335	208339	IL-4
T2035	Protein	208361	208368	p47phox
T2036	Protein	208423	208430	p47phox
T2037	Protein	208814	208821	formula
T2038	Protein	208920	208944	glucocorticoid receptors
T2039	Protein	209043	209045	GR
T2040	Protein	209362	209364	GR
T2041	Protein	209396	209398	GR
T2042	Protein	209470	209472	GR
T2043	Protein	209596	209598	GR
T2044	Protein	209673	209675	GR
T2045	Protein	209859	209861	GR
T2046	Protein	210512	210516	IL-8
T2047	Protein	210518	210523	MCP-1
T2048	Protein	210529	210535	RANTES
T2049	Protein	210728	210732	IL-8
T2050	Protein	210815	210818	DEP
T2051	Protein	210885	210890	MCP-1
T2052	Protein	210989	210993	IL-8
T2053	Protein	210995	211001	RANTES
T2054	Protein	211007	211012	MCP-1
T2055	Protein	211175	211180	MCP-1
T2056	Protein	211218	211221	IL-
T2057	Protein	211227	211233	RANTES
T2058	Protein	211470	211474	IL-8
T2059	Protein	211484	211490	RANTES
T2060	Protein	212194	212198	ERK1
T2061	Protein	212203	212207	ERK2
T2062	Protein	212275	212279	ERK2
T2063	Protein	212330	212334	JNK1
T2064	Protein	212372	212376	JNK1
T2065	Protein	212564	212567	ERK
T2066	Protein	212885	212890	c-jun
T2067	Protein	213058	213061	Jak
T2068	Protein	213062	213068	STAT 1
T2069	Protein	213090	213094	IL-5
T2070	Protein	213154	213158	IL-5
T2071	Protein	213297	213301	IL-5
T2072	Protein	213436	213440	IL-5
T2073	Protein	213461	213466	Jak 2
T2074	Protein	213582	213587	Jak 2
T2075	Protein	213657	213662	Jak 2
T2076	Protein	213747	213751	IL-5
T2077	Protein	213785	213790	Jak 2
T2078	Protein	213805	213809	IL-5
T2079	Protein	213858	213863	Jak 2
T2080	Protein	213888	213892	beta
T2081	Protein	214009	214015	STAT-1
T2082	Protein	214017	214020	p91
T2083	Protein	214119	214125	STAT-1
T2084	Protein	214171	214175	IL-5
T2085	Protein	214205	214211	STAT-1
T2086	Protein	214288	214292	IL-5
T2087	Protein	214386	214392	STAT-1
T2088	Protein	214470	214475	Jak 2
T2089	Protein	214476	214482	STAT 1
T2090	Protein	214539	214544	Jak 2
T2091	Protein	214545	214551	STAT 1
T2092	Protein	214597	214601	IL-5
T2093	Protein	215647	215651	CD14
T2094	Protein	215713	215717	CD14
T2095	Protein	216853	216858	EBNA1
T2096	Protein	216860	216861	2
T2097	Protein	216913	216917	LMP1
T2098	Protein	216919	216920	2
T2099	Protein	217143	217148	EBNA1
T2100	Protein	217245	217250	EBNA1
T2101	Protein	217403	217407	LMP1
T2102	Protein	217473	217478	EBNA2
T2103	Protein	217544	217549	BZLF1
T2104	Protein	217934	217939	Grf40
T2105	Protein	217941	217942	A
T2106	Protein	217949	217953	Grb2
T2107	Protein	218026	218032	SLP-76
T2108	Protein	218037	218040	LAT
T2109	Protein	218072	218075	Grb
T2110	Protein	218127	218130	SH3
T2111	Protein	218160	218165	Grf40
T2112	Protein	218227	218232	Grf40
T2113	Protein	218296	218299	SLP
T2114	Protein	218341	218345	Grb2
T2115	Protein	218361	218366	Grf40
T2116	Protein	218528	218534	SLP-76
T2117	Protein	218545	218563	interleukin (IL)-2
T2118	Protein	218709	218712	Grf
T2119	Protein	218758	218762	IL-2
T2120	Protein	218811	218816	Grf40
T2121	Protein	218955	218959	Grb2
T2122	Protein	218990	218995	Grf40
T2123	Protein	219096	219100	Grb2
T2124	Protein	219106	219112	SLP-76
T2125	Protein	219117	219120	LAT
T2126	Protein	219304	219308	nm23
T2127	Protein	220257	220261	nm23
T2128	Protein	220494	220499	STAT3
T2129	Protein	220764	220769	STAT3
T2130	Protein	220874	220882	catalase
T2131	Protein	220952	220957	STAT3
T2132	Protein	221171	221176	STAT3
T2133	Protein	221467	221472	STAT3
T2134	Protein	221665	221670	STAT3
T2135	Protein	221813	221818	STAT3
T2136	Protein	221947	221952	STAT3
T2137	Protein	222124	222128	IL-6
T2138	Protein	222166	222170	IL-4
T2139	Protein	222175	222180	IL-10
T2140	Protein	222214	222218	IL-4
T2141	Protein	222223	222228	IL-10
T2142	Protein	222428	222432	IL-6
T2143	Protein	222452	222456	IL-4
T2144	Protein	222461	222466	IL-10
T2145	Protein	222479	222483	IL-6
T2146	Protein	222516	222520	IL-6
T2147	Protein	222527	222531	IL-6
T2148	Protein	222606	222610	IL-6
T2149	Protein	222733	222737	IL-4
T2150	Protein	222741	222746	IL-10
T2151	Protein	222753	222757	IL-4
T2152	Protein	222762	222767	IL-10
T2153	Protein	222789	222793	IL-6
T2154	Protein	222827	222831	IL-6
T2155	Protein	222878	222911	chloramphenicol acetyltransferase
T2156	Protein	222962	223004	chloramphenicol acetyltransferase reporter
T2157	Protein	223028	223032	IL-6
T2158	Protein	223048	223052	IL-4
T2159	Protein	223062	223067	IL-10
T2160	Protein	223116	223120	IL-6
T2161	Protein	223212	223216	IL-4
T2162	Protein	223226	223231	IL-10
T2163	Protein	223280	223284	IL-4
T2164	Protein	223289	223294	IL-10
T2165	Protein	223310	223317	NF-IL-6
T2166	Protein	223347	223352	IL-10
T2167	Protein	223381	223385	IL-6
T2168	Protein	223445	223449	IL-4
T2169	Protein	223487	223491	IL-6
T2170	Protein	223544	223549	IL-10
T2171	Protein	223566	223570	IL-6
T2172	Protein	223674	223678	IL-4
T2173	Protein	223683	223688	IL-10
T2174	Protein	223697	223701	IL-6
T2175	Protein	223973	223978	IL-10
T2176	Protein	224276	224285	TNF-alpha
T2177	Protein	224309	224313	Jak1
T2178	Protein	224314	224319	STAT3
T2179	Protein	224348	224353	IL-10
T2180	Protein	224358	224362	IL-6
T2181	Protein	224410	224415	IL-10
T2182	Protein	224425	224430	STAT3
T2183	Protein	224641	224646	IL-10
T2184	Protein	224655	224659	Jak1
T2185	Protein	224689	224698	IFN-gamma
T2186	Protein	224784	224787	IgG
T2187	Protein	224913	224918	IL-10
T2188	Protein	224963	224970	IL-10R1
T2189	Protein	225031	225040	TNF-alpha
T2190	Protein	225042	225044	IL
